Sources	BLS10_2.fastq	BLS10_7.fastq	BLS10_m1.fastq	BLS11_2.fastq	BLS11_7.fastq	BLS11_m1.fastq	BLS12_2.fastq	BLS12_7.fastq	BLS12_m1.fastq	BLS13_2.fastq	BLS13_7.fastq	BLS13_m1.fastq	BLS1_2.fastq	BLS1_7.fastq	BLS1_m1.fastq	BLS2_2.fastq	BLS2_7.fastq	BLS2_m1.fastq	BLS3_2.fastq	BLS3_7.fastq	BLS3_m1.fastq	BLS4_2.fastq	BLS4_7.fastq	BLS4_m1.fastq	BLS5_2.fastq	BLS5_7.fastq	BLS5_m1.fastq	BLS6_2.fastq	BLS6_7.fastq	BLS6_m1.fastq	BLS7_2.fastq	BLS7_7.fastq	BLS7_m1.fastq	BLS8_2.fastq	BLS8_7.fastq	BLS8_m1.fastq	BLS9_2.fastq	BLS9_7.fastq	BLS9_m1.fastq	BSN10_2.fastq	BSN10_7.fastq	BSN10_m1.fastq	BSN11_2.fastq	BSN11_7.fastq	BSN11_m1.fastq	BSN12_2.fastq	BSN12_7.fastq	BSN12_m1.fastq	BSN13_2.fastq	BSN13_7.fastq	BSN13_m1.fastq	BSN1_2.fastq	BSN1_7.fastq	BSN1_m1.fastq	BSN2_2.fastq	BSN2_7.fastq	BSN2_m1.fastq	BSN3_2.fastq	BSN3_7.fastq	BSN3_m1.fastq	BSN4_2.fastq	BSN4_7.fastq	BSN4_m1.fastq	BSN5_2.fastq	BSN5_7.fastq	BSN5_m1.fastq	BSN6_2.fastq	BSN6_7.fastq	BSN6_m1.fastq	BSN7_2.fastq	BSN7_7.fastq	BSN7_m1.fastq	BSN8_2.fastq	BSN8_7.fastq	BSN8_m1.fastq	BSN9_2.fastq	BSN9_7.fastq	BSN9_m1.fastq	INF1.fastq	INF10.fastq	INF2.fastq	INF3.fastq	INF4.fastq	INF5.fastq	INF6.fastq	INF7.fastq	INF8.fastq	INF9.fastq	X3_STUF.fastq	X4_STUF.fastq	X5_STRA.fastq	X6_STRA.fastq
BLS3_m1.fastq	0.19136925	0.18186025	0.18017527	0.15408503	0.18825841	0.20574148	0.15780464	0.21632777	0.19099578	0.17760475	0.21181825	0.1892561	0.17146079	0.17616886	0.17079462	0.17247736	0.20240891	0.18052432	0.18981136	0.20435089	-0	0.1830958	0.192458	0.17917854	0.18705593	0.18624513	0.18639687	0.17430294	0.18919116	0.1758585	0.19125918	0.20333563	0.18315259	0.17911722	0.17110239	0.1652492	0.16949981	0.16624092	0.17908365	0.171266	0.19589074	0.18737973	0.1710922	0.18649924	0.18947692	0.20763049	0.18475589	0.16225934	0.18274438	0.18821873	0.177399	0.2072191	0.17112511	0.17163798	0.17636323	0.18443139	0.18357939	0.20593986	0.16580658	0.19608606	0.18319574	0.17653325	0.18534556	0.189851	0.18810453	0.19512637	0.20071878	0.18306646	0.19145687	0.19032873	0.19911663	0.19088198	0.18534406	0.17582704	0.18226656	0.17071143	0.18748754	0.17617561	0.2409308	0.22746927	0.21935908	0.2642586	0.23054375	0.20194608	0.1954297	0.2262654	0.2567981	0.24683924	0.19928034	0.19773114	0.22968656	0.26514906
BLS4_2.fastq	0.21734518	0.18749523	0.18213472	0.20050533	0.17202738	0.21678466	0.18145156	0.1892138	0.1895356	0.15872686	0.19597282	0.23285627	0.1775252	0.15380764	0.1861454	0.17370889	0.20020324	0.1938947	0.19422725	0.1697518	0.1830958	-0	0.18222329	0.19048066	0.1734116	0.16012682	0.17284971	0.14349647	0.17496933	0.19438688	0.17101054	0.18893372	0.18813328	0.18079485	0.19784589	0.179209	0.18018472	0.20708098	0.19104442	0.15824321	0.16789414	0.17337976	0.17852014	0.21356954	0.18919149	0.17390925	0.18368967	0.1875909	0.22936618	0.2136908	0.18313104	0.17370576	0.22060743	0.18196452	0.16896804	0.19111681	0.200538	0.20986697	0.18395443	0.17284422	0.1779952	0.1960438	0.18095765	0.14102283	0.21420033	0.1463537	0.17879064	0.18480538	0.21780285	0.19851741	0.18696879	0.17207833	0.16865803	0.17181064	0.16951868	0.17972435	0.19998278	0.16227585	0.24870656	0.21247171	0.20395237	0.25875407	0.2272328	0.18750806	0.19544283	0.20529817	0.20545572	0.22200799	0.20354183	0.22855885	0.3177046	0.3386045
BLS4_7.fastq	0.18407439	0.1594317	0.21835811	0.20945853	0.19872667	0.19707783	0.18260643	0.20115437	0.20578502	0.19948764	0.19576159	0.18600309	0.16088226	0.16344808	0.18339743	0.15689328	0.20147942	0.19764008	0.20066805	0.1947772	0.192458	0.18222329	-0	0.17484519	0.21008931	0.15332024	0.18925914	0.17522825	0.16526091	0.20170543	0.17926651	0.1868803	0.19999318	0.18489543	0.18901762	0.17878428	0.18876989	0.19557275	0.20797443	0.16889052	0.17546459	0.20235343	0.16866891	0.18000394	0.18275931	0.18604627	0.17855702	0.1960438	0.20309792	0.18699907	0.19336604	0.17780472	0.19095042	0.1764086	0.17325789	0.19919677	0.18086545	0.17501538	0.16444996	0.17904764	0.16032657	0.16434924	0.18818694	0.1880709	0.17143005	0.16110538	0.19436307	0.19645657	0.18829651	0.20468542	0.17088911	0.18538755	0.16954818	0.16089192	0.16997322	0.17069964	0.18097648	0.17492594	0.26528496	0.21217091	0.22679323	0.23402278	0.20224021	0.21368286	0.21896058	0.1898241	0.22256322	0.24609943	0.21612668	0.20081657	0.23646863	0.23314595
BLS4_m1.fastq	0.16794068	0.17048468	0.20396787	0.18133041	0.2167568	0.190748	0.169236	0.21652617	0.18745776	0.18144226	0.21210544	0.19227676	0.18632044	0.17347576	0.16341156	0.1637478	0.1909226	0.18080474	0.18737079	0.19476435	0.17917854	0.19048066	0.17484519	-0	0.18666156	0.1958043	0.20572284	0.18807317	0.20303448	0.18223444	0.17198008	0.1625154	0.18692026	0.17361572	0.19737232	0.18318957	0.16091195	0.18402399	0.1897556	0.17257433	0.20684855	0.19953188	0.15737097	0.19308071	0.17089178	0.18592425	0.1935284	0.17793754	0.1819494	0.19591655	0.186158	0.20889963	0.17656243	0.17038214	0.19583087	0.19409004	0.17650819	0.19118503	0.159142	0.17277522	0.16941115	0.18994252	0.19238517	0.2008059	0.18266375	0.18082948	0.18482189	0.19859877	0.18637642	0.18988895	0.17884766	0.21622902	0.17957093	0.17812881	0.17419638	0.17095992	0.18941085	0.18910411	0.28602087	0.20749715	0.24926648	0.21090004	0.20904143	0.20488784	0.21232581	0.20517024	0.23001613	0.24754056	0.18487445	0.17564873	0.2251152	0.25832093
BLS5_2.fastq	0.19956264	0.19740544	0.16373433	0.22175713	0.1694956	0.18248855	0.20355819	0.2220567	0.18310279	0.17827982	0.20581445	0.18524767	0.19232589	0.15381661	0.1967518	0.17905898	0.12600754	0.19211836	0.18197505	0.15726843	0.18705593	0.1734116	0.21008931	0.18666156	-0	0.1779154	0.201315	0.17916591	0.20145418	0.20732339	0.18110523	0.19543625	0.21679899	0.18868263	0.19143367	0.19587243	0.18738517	0.18411851	0.17183249	0.17756519	0.16945243	0.21210888	0.17938782	0.19765325	0.1975348	0.20947565	0.19190663	0.18410726	0.20679304	0.18423067	0.19131471	0.19105087	0.18608122	0.16699882	0.16641803	0.19266136	0.17456937	0.20336606	0.18747216	0.1844868	0.15834686	0.19925722	0.1978596	0.17190778	0.17220315	0.17301656	0.15408435	0.20552075	0.17145261	0.17086102	0.18223035	0.17380944	0.18302765	0.17215857	0.15683898	0.18922666	0.17847364	0.18544434	0.24726681	0.22207265	0.2596413	0.2497233	0.21851481	0.21598037	0.19869487	0.22670646	0.23384252	0.22200799	0.18981756	0.2097164	0.23519361	0.2677376
BLS5_7.fastq	0.1975186	0.18977658	0.18851545	0.20344487	0.19444372	0.18485259	0.18026014	0.2225204	0.20362055	0.1720258	0.2037085	0.1766097	0.16997546	0.17529923	0.18114598	0.15091106	0.1916996	0.17737886	0.19679244	0.21530423	0.18624513	0.16012682	0.15332024	0.1958043	0.1779154	-0	0.18267176	0.18317051	0.1696104	0.19542436	0.18623526	0.20424445	0.17380461	0.17461571	0.19949137	0.18610914	0.18572856	0.17449036	0.18613586	0.17654738	0.17870323	0.17129755	0.16371217	0.19001143	0.17998034	0.19036621	0.18805034	0.18766814	0.2093452	0.1985834	0.18171318	0.1852387	0.20850444	0.1814083	0.17045033	0.18026371	0.20751445	0.17851917	0.17675072	0.16457203	0.18670812	0.15396564	0.17511728	0.1735943	0.17651434	0.16974607	0.20822309	0.18061061	0.17816788	0.19815333	0.17420718	0.19452617	0.18563557	0.19164047	0.16722058	0.18175149	0.17177485	0.1659405	0.23417947	0.22682256	0.22789575	0.25534394	0.23830591	0.20684563	0.19832386	0.24129829	0.26113123	0.27244198	0.20295873	0.21280137	0.23962398	0.26696202
BLS5_m1.fastq	0.21270233	0.170853	0.16389918	0.22115709	0.16177471	0.21672024	0.19257641	0.1540503	0.21143568	0.15871914	0.1980949	0.2022813	0.17623065	0.19722496	0.16672634	0.21117577	0.19905506	0.20210569	0.23794472	0.18026268	0.18639687	0.17284971	0.18925914	0.20572284	0.201315	0.18267176	-0	0.16308106	0.17648634	0.17356457	0.22496195	0.17059322	0.16831675	0.18246332	0.21204491	0.1824017	0.19341762	0.18233284	0.18369195	0.15786164	0.1944652	0.15402725	0.18242879	0.21130647	0.19387007	0.1665876	0.20218451	0.2107571	0.23740436	0.21371613	0.18004332	0.20781134	0.186369	0.18364158	0.19255652	0.17021398	0.22370128	0.20977013	0.17677781	0.18797347	0.20760293	0.19281036	0.17835161	0.15823574	0.20699802	0.19916773	0.1806777	0.20579973	0.19354387	0.18375295	0.19806996	0.20142007	0.18522944	0.1936128	0.18347739	0.19126818	0.18691145	0.2086247	0.25903037	0.20034772	0.18399207	0.25260422	0.22241688	0.22685845	0.20462097	0.22191638	0.23456693	0.23317373	0.22754923	0.23122312	0.26438382	0.3103468
BLS6_2.fastq	0.20520969	0.18024683	0.18356065	0.200819	0.16714633	0.1903102	0.19653925	0.17830172	0.19178115	0.19793667	0.19226152	0.19290844	0.17979918	0.17891607	0.17644472	0.17064875	0.18066137	0.19875985	0.21588811	0.135298	0.17430294	0.14349647	0.17522825	0.18807317	0.17916591	0.18317051	0.16308106	-0	0.18333231	0.18175015	0.17384672	0.18955678	0.18909973	0.18577076	0.2069399	0.17207456	0.1784006	0.17629823	0.18433829	0.162572	0.16810186	0.19884184	0.1651215	0.19315858	0.17083849	0.17734332	0.18512774	0.18285434	0.20172887	0.2044186	0.17918696	0.1867974	0.19160111	0.18822955	0.18555489	0.1795852	0.20209256	0.18574709	0.18305528	0.16533238	0.17503843	0.17953987	0.17812163	0.16007303	0.1935172	0.17134948	0.17418937	0.18692026	0.1897178	0.16420425	0.17138925	0.1708893	0.1867269	0.17188844	0.1786343	0.1805695	0.18420549	0.15997249	0.30401242	0.21355586	0.22295804	0.2377809	0.24116401	0.22512963	0.19605885	0.2243642	0.21382633	0.24973878	0.21038164	0.20402408	0.24059075	0.24976313
BLS6_7.fastq	0.19591655	0.18887779	0.18921718	0.1984448	0.20672074	0.19157381	0.19324394	0.17592597	0.19472459	0.16533704	0.18752314	0.20369576	0.16372363	0.18077612	0.17764035	0.1749767	0.21356522	0.19343035	0.21204972	0.19085102	0.18919116	0.17496933	0.16526091	0.20303448	0.20145418	0.1696104	0.17648634	0.18333231	-0	0.17206386	0.1923393	0.17468686	0.18912466	0.17443353	0.19873075	0.18551509	0.1768903	0.1796311	0.20492361	0.16595377	0.18403378	0.1902075	0.1777988	0.18466066	0.18339686	0.17478146	0.1831414	0.17580587	0.20688659	0.22002031	0.19557193	0.1909615	0.193944	0.2032602	0.17787236	0.21236396	0.22082148	0.18400817	0.18949567	0.15923864	0.17947961	0.17135122	0.18414247	0.16440792	0.18353316	0.1693856	0.19086774	0.16900118	0.19118288	0.20951693	0.19003396	0.188021	0.17330588	0.19784679	0.155993	0.17788948	0.19941886	0.18649055	0.26518118	0.19182256	0.1740507	0.2261481	0.23332101	0.22634885	0.22332947	0.23261207	0.22793736	0.22588305	0.20601328	0.21516311	0.2919455	0.25979507
BLS6_m1.fastq	0.16647562	0.17331351	0.16497092	0.16614315	0.17367488	0.17870787	0.16534685	0.18033957	0.19998088	0.16352244	0.20274334	0.19452617	0.17951311	0.1836743	0.17358889	0.1760939	0.20693639	0.1590495	0.2001961	0.20175032	0.1758585	0.19438688	0.20170543	0.18223444	0.20732339	0.19542436	0.17356457	0.18175015	0.17206386	-0	0.17348592	0.18136615	0.1937297	0.16202241	0.17143005	0.15575832	0.15475568	0.14054094	0.19200827	0.16986528	0.20687781	0.17760523	0.1597821	0.1870316	0.17383918	0.18967661	0.19505493	0.15480553	0.19186255	0.19539239	0.16548854	0.2112146	0.15292244	0.14681327	0.20195563	0.13853793	0.15410541	0.18711194	0.16142	0.18217951	0.19862503	0.17107661	0.19466205	0.17896716	0.1835221	0.2035392	0.17881289	0.18890423	0.18368398	0.19667199	0.19193201	0.20809396	0.20210013	0.19680142	0.17973089	0.15972294	0.19600578	0.17798185	0.28502747	0.21016766	0.20627648	0.22746484	0.20491536	0.21945147	0.2446424	0.23788032	0.23505999	0.24180298	0.19478445	0.19734836	0.21244247	0.25039378
BLS7_2.fastq	0.1582476	0.18823873	0.17128786	0.18008682	0.18780054	0.19453734	0.18592699	0.22101244	0.19122712	0.17841268	0.19151965	0.17029026	0.20699567	0.17547339	0.16428897	0.17096509	0.1762424	0.17121072	0.19246998	0.1920341	0.19125918	0.17101054	0.17926651	0.17198008	0.18110523	0.18623526	0.22496195	0.17384672	0.1923393	0.17348592	-0	0.20828539	0.20660387	0.16247508	0.18378349	0.17083162	0.16660365	0.17624804	0.18151323	0.1818589	0.19548182	0.22367662	0.16345656	0.19249581	0.12910613	0.20505942	0.19131434	0.16791312	0.20307502	0.19392522	0.17022015	0.20313698	0.17176071	0.16715364	0.1829967	0.16253941	0.16640273	0.19140072	0.16217415	0.17231427	0.16890417	0.18328533	0.17842138	0.17642517	0.19279599	0.17276488	0.17944068	0.18340787	0.18436444	0.17734846	0.18920772	0.18283826	0.16519234	0.17931592	0.17696436	0.18417425	0.19410618	0.17522168	0.35963452	0.21784149	0.22644755	0.24925339	0.2183648	0.22143364	0.21246684	0.22708671	0.21785878	0.249657	0.19576117	0.18246166	0.20730974	0.22014023
BLS7_7.fastq	0.19022146	0.22408141	0.18731497	0.20900139	0.18658575	0.19010793	0.18976386	0.15999399	0.21367057	0.16151349	0.18800342	0.23826094	0.16081168	0.197938	0.1647343	0.18037371	0.1837116	0.19892083	0.2330812	0.19791317	0.20333563	0.18893372	0.1868803	0.1625154	0.19543625	0.20424445	0.17059322	0.18955678	0.17468686	0.18136615	0.20828539	-0	0.1751548	0.17053398	0.23063171	0.18693128	0.17339815	0.18784523	0.20515193	0.15811962	0.21532248	0.17707612	0.17420845	0.20335083	0.1839487	0.16986324	0.21490224	0.19674967	0.2128866	0.22536774	0.17360532	0.22304398	0.20234376	0.19751117	0.20265903	0.18441479	0.23000774	0.23196298	0.20162974	0.19680227	0.18373926	0.17997019	0.19376746	0.1930891	0.22049022	0.21267919	0.19232254	0.21720211	0.21391943	0.20546748	0.20792481	0.21307336	0.20111617	0.21020527	0.17887436	0.1831963	0.21705326	0.20730618	0.31996652	0.19150984	0.18192838	0.20130318	0.19584043	0.22888167	0.2368848	0.24507417	0.22055727	0.2344345	0.21250655	0.23234002	0.27475086	0.29977816
BLS7_m1.fastq	0.20244306	0.13903227	0.16463725	0.22335485	0.18416038	0.20554264	0.1827513	0.17413096	0.21759075	0.16838616	0.19597866	0.20010397	0.16771044	0.19535471	0.16322616	0.16875662	0.21789913	0.19054508	0.2271207	0.20753774	0.18315259	0.18813328	0.19999318	0.18692026	0.21679899	0.17380461	0.16831675	0.18909973	0.18912466	0.1937297	0.20660387	0.1751548	-0	0.1775064	0.1891773	0.17813456	0.18786272	0.18163428	0.16747308	0.16943379	0.2016029	0.15536936	0.17885526	0.175552	0.18318622	0.21352491	0.2182313	0.18187155	0.21740517	0.20727357	0.16094416	0.21536054	0.18703476	0.19721802	0.16786577	0.19104907	0.19269675	0.21339852	0.14216492	0.19223477	0.19277446	0.18486676	0.18175605	0.18056872	0.1860573	0.1987694	0.18946022	0.1986563	0.193576	0.1649444	0.19403854	0.21540551	0.18689571	0.19943511	0.19907388	0.17724554	0.18696532	0.2192214	0.20099209	0.20805812	0.20399088	0.24998759	0.24007668	0.21479055	0.20024037	0.21523207	0.24763373	0.26051337	0.20956269	0.2152374	0.24783544	0.2637694
BLS8_2.fastq	0.15948763	0.17163758	0.1800207	0.17765191	0.18712208	0.18599024	0.1871525	0.21451709	0.19910744	0.17021698	0.19393891	0.17380504	0.18738772	0.17877793	0.14432561	0.17438638	0.18563859	0.1579574	0.1985748	0.20837724	0.17911722	0.18079485	0.18489543	0.17361572	0.18868263	0.17461571	0.18246332	0.18577076	0.17443353	0.16202241	0.16247508	0.17053398	0.1775064	-0	0.1838541	0.17856139	0.14650536	0.1625987	0.15653165	0.1304126	0.19165835	0.18475413	0.15754235	0.19498326	0.1925194	0.17472433	0.18075661	0.13463807	0.19416331	0.19772233	0.15713808	0.17719688	0.16854855	0.16564855	0.18089597	0.16062528	0.17785645	0.18981549	0.1615875	0.18220533	0.17866375	0.1875668	0.1885267	0.18821119	0.18616384	0.18343103	0.18582976	0.18224914	0.1759593	0.16650796	0.1895602	0.18063235	0.17696528	0.17251092	0.17264512	0.1276125	0.17506716	0.17859004	0.25009704	0.21811992	0.2061635	0.25289822	0.24009964	0.2416821	0.22863236	0.24681498	0.23746783	0.2378497	0.20021467	0.20313802	0.23573798	0.23185988
BLS8_7.fastq	0.1748889	0.16838245	0.18160865	0.17486379	0.23207666	0.19516946	0.17584422	0.22749147	0.19115055	0.17681526	0.211642	0.1776064	0.20462534	0.16769174	0.20395985	0.18647844	0.18635507	0.1886853	0.18292879	0.22597715	0.17110239	0.19784589	0.18901762	0.19737232	0.19143367	0.19949137	0.21204491	0.2069399	0.19873075	0.17143005	0.18378349	0.23063171	0.1891773	0.1838541	-0	0.17621757	0.19621399	0.159974	0.19206105	0.19845517	0.19801258	0.1904283	0.17753343	0.1942664	0.19520284	0.20204619	0.18963206	0.17360428	0.17491186	0.18152627	0.180447	0.19631965	0.14777914	0.17439342	0.20881002	0.15884402	0.15021256	0.21570359	0.1594989	0.20018516	0.18263122	0.19150767	0.2008821	0.22668047	0.17813145	0.2053121	0.18478651	0.20007078	0.2018473	0.19162078	0.20091954	0.19665281	0.18815814	0.18113756	0.2048477	0.18521331	0.19868034	0.20406856	0.30076423	0.2271943	0.27034608	0.23617381	0.23840542	0.19495253	0.1991401	0.22511211	0.26115015	0.23717575	0.20179078	0.20964551	0.20895328	0.20267238
BLS8_m1.fastq	0.16859515	0.17294168	0.13686195	0.16876754	0.15081836	0.19687684	0.16278525	0.18995532	0.19305022	0.15667316	0.18007614	0.18882129	0.18629141	0.16648479	0.16711861	0.18646726	0.19470574	0.16770317	0.18712652	0.19054368	0.1652492	0.179209	0.17878428	0.18318957	0.19587243	0.18610914	0.1824017	0.17207456	0.18551509	0.15575832	0.17083162	0.18693128	0.17813456	0.17856139	0.17621757	-0	0.16231549	0.16975807	0.16558091	0.16503839	0.18456776	0.16867498	0.16518961	0.18392545	0.18363419	0.18971471	0.18846785	0.15734152	0.1854248	0.18250637	0.16826369	0.19946067	0.1722917	0.12826942	0.18255444	0.14823939	0.14208758	0.19396555	0.14859621	0.17257534	0.17443609	0.1699879	0.1920208	0.1813598	0.18077716	0.16847949	0.18425877	0.18723252	0.19052783	0.18024349	0.18727578	0.18344402	0.20091662	0.17369136	0.17882562	0.16838492	0.1912779	0.17941873	0.22682908	0.21578452	0.22633064	0.22899312	0.24733657	0.19028501	0.20279332	0.23124306	0.22063792	0.2811403	0.182693	0.19077817	0.2097932	0.2448148
BLS9_2.fastq	0.1615222	0.17917655	0.18823577	0.16636619	0.1838275	0.19289517	0.16958798	0.20313542	0.18224886	0.1705147	0.21839744	0.16669814	0.19790122	0.18032135	0.14145064	0.16774318	0.18387415	0.15198119	0.1903883	0.19381307	0.16949981	0.18018472	0.18876989	0.16091195	0.18738517	0.18572856	0.19341762	0.1784006	0.1768903	0.15475568	0.16660365	0.17339815	0.18786272	0.14650536	0.19621399	0.16231549	-0	0.1580714	0.17413053	0.14155336	0.204767	0.17453617	0.143442	0.18343188	0.18038116	0.17171988	0.18768588	0.15594967	0.18437143	0.19889341	0.14004992	0.18691994	0.16745539	0.15992819	0.17759627	0.14391781	0.16751349	0.17046466	0.15911776	0.17326036	0.17581835	0.16708632	0.18990208	0.20154035	0.18330444	0.1719955	0.19513166	0.18393578	0.1712115	0.17246452	0.19056977	0.18275158	0.18196721	0.17658937	0.17864354	0.14667208	0.19181779	0.17020631	0.25362638	0.19774392	0.21710306	0.23350774	0.21994118	0.21916479	0.22714375	0.23299684	0.21700834	0.2418272	0.21254142	0.19663024	0.21297349	0.25730336
BLS9_7.fastq	0.16630514	0.15729494	0.1881542	0.16793579	0.16795236	0.17796326	0.18100633	0.19820471	0.19087699	0.19234079	0.19973238	0.16420566	0.193755	0.18232764	0.16849919	0.17344925	0.18710022	0.16004534	0.2036523	0.20079815	0.16624092	0.20708098	0.19557275	0.18402399	0.18411851	0.17449036	0.18233284	0.17629823	0.1796311	0.14054094	0.17624804	0.18784523	0.18163428	0.1625987	0.159974	0.16975807	0.1580714	-0	0.17881876	0.16749525	0.20093267	0.17270575	0.14844513	0.16914497	0.17714736	0.18564646	0.19738975	0.15273605	0.20257083	0.18997194	0.16142884	0.206269	0.16097264	0.1645281	0.18557693	0.1464131	0.16988324	0.18422545	0.16747428	0.1801717	0.18129894	0.18277067	0.20173435	0.16743873	0.19052114	0.18408592	0.19442582	0.18966256	0.1754584	0.20592394	0.20098138	0.1941436	0.190313	0.17413117	0.18631643	0.15373996	0.18298975	0.18275876	0.25186542	0.21247101	0.23001373	0.23779464	0.22052418	0.19911203	0.20708156	0.23423961	0.2731522	0.24785005	0.20497213	0.20853709	0.22461496	0.23960458
BLS9_m1.fastq	0.19201195	0.17717385	0.13978906	0.20741133	0.1594543	0.19558759	0.1922842	0.16936773	0.20710453	0.17997146	0.16449676	0.1800423	0.203592	0.1935694	0.16432181	0.19541247	0.18595509	0.19688843	0.23948199	0.21667102	0.17908365	0.19104442	0.20797443	0.1897556	0.17183249	0.18613586	0.18369195	0.18433829	0.20492361	0.19200827	0.18151323	0.20515193	0.16747308	0.15653165	0.19206105	0.16558091	0.17413053	0.17881876	-0	0.18351106	0.20984192	0.1639021	0.17479527	0.24680892	0.1925903	0.20315365	0.22530545	0.18527249	0.2286404	0.20679422	0.18145077	0.22137024	0.17564718	0.14992116	0.20703505	0.18109813	0.16212247	0.21843512	0.180805	0.20770787	0.19084817	0.19681041	0.1886873	0.19785474	0.20202604	0.23311554	0.19282095	0.21478008	0.18217734	0.17549281	0.19853772	0.2017568	0.19279525	0.19740327	0.20087725	0.18144333	0.20305474	0.18747088	0.32047823	0.22362736	0.24895181	0.24571235	0.19424543	0.21239173	0.21339995	0.2798257	0.23501651	0.23502073	0.19525911	0.21764222	0.24001114	0.27599534
BSN10_2.fastq	0.16294199	0.17564608	0.18715537	0.18084563	0.16251968	0.18761437	0.17879553	0.18102126	0.19799659	0.16236585	0.19457367	0.176111	0.17795968	0.17069015	0.13419044	0.16576794	0.1753673	0.15573305	0.19681256	0.17521316	0.171266	0.15824321	0.16889052	0.17257433	0.17756519	0.17654738	0.15786164	0.162572	0.16595377	0.16986528	0.1818589	0.15811962	0.16943379	0.1304126	0.19845517	0.16503839	0.14155336	0.16749525	0.18351106	-0	0.16770351	0.18025015	0.13712758	0.18676165	0.18042204	0.15588818	0.17954038	0.15988693	0.1907505	0.20341963	0.14003731	0.17574888	0.17835692	0.17002976	0.15644479	0.15790814	0.18951307	0.18141253	0.17151941	0.17439939	0.17278759	0.18137966	0.18403982	0.16497459	0.17997882	0.15952879	0.1860524	0.17538026	0.16892035	0.18509263	0.18237655	0.16548514	0.16258807	0.16553023	0.1693918	0.1418819	0.17043713	0.17380944	0.25975883	0.20020658	0.23378581	0.2131885	0.21994998	0.22148518	0.20681465	0.2359566	0.21686277	0.18746	0.20921403	0.21872213	0.22941327	0.23993269
BSN10_7.fastq	0.1982835	0.1815737	0.23077516	0.2087715	0.22468507	0.19797038	0.19369198	0.2282756	0.17360698	0.19626404	0.228751	0.18555006	0.18456396	0.17770955	0.18846288	0.1777034	0.19109027	0.19277975	0.20055339	0.1808884	0.19589074	0.16789414	0.17546459	0.20684855	0.16945243	0.17870323	0.1944652	0.16810186	0.18403378	0.20687781	0.19548182	0.21532248	0.2016029	0.19165835	0.19801258	0.18456776	0.204767	0.20093267	0.20984192	0.16770351	-0	0.2033797	0.17902203	0.17984791	0.19908445	0.19698687	0.18956158	0.18503971	0.19161677	0.18729393	0.19576283	0.14352076	0.19867082	0.20468761	0.19053312	0.1840689	0.19486818	0.21138245	0.19315973	0.17384526	0.1940629	0.19164667	0.17455888	0.17216793	0.19313413	0.15785691	0.18564828	0.181501	0.16075157	0.2004583	0.16828994	0.13934611	0.18180595	0.1802343	0.17397064	0.1810879	0.15734415	0.18978244	0.24107087	0.21559292	0.2627596	0.24031864	0.23312612	0.24603821	0.23087116	0.2439508	0.2165159	0.23008582	0.2069024	0.20697688	0.23450202	0.27666667
BSN10_m1.fastq	0.2008617	0.1864294	0.1602336	0.201924	0.16667365	0.21620087	0.18133809	0.14480117	0.23759057	0.16548158	0.14673164	0.22060743	0.17231348	0.19680999	0.17054722	0.19234005	0.22507295	0.19139132	0.23136048	0.20603438	0.18737973	0.17337976	0.20235343	0.19953188	0.21210888	0.17129755	0.15402725	0.19884184	0.1902075	0.17760523	0.22367662	0.17707612	0.15536936	0.18475413	0.1904283	0.16867498	0.17453617	0.17270575	0.1639021	0.18025015	0.2033797	-0	0.17019247	0.1921006	0.18252972	0.17762172	0.22806251	0.202766	0.20402032	0.22913761	0.16257022	0.20069365	0.1814614	0.14750552	0.21486323	0.17283386	0.17862846	0.20985413	0.17178075	0.1922277	0.21442151	0.18870759	0.19441032	0.1828957	0.20477523	0.18653749	0.20668349	0.21831718	0.19096756	0.20121323	0.21764548	0.2137944	0.19143295	0.2046652	0.20106141	0.18554765	0.17821515	0.22549163	0.22464949	0.19541371	0.19092546	0.25141007	0.21535292	0.22114797	0.20979832	0.228751	0.24190347	0.23983163	0.22399865	0.23660824	0.27822357	0.28080803
BSN11_2.fastq	0.15659241	0.162103	0.16197562	0.1883261	0.17082818	0.16749027	0.15532604	0.2042871	0.20199785	0.16364332	0.20916812	0.1779592	0.18461375	0.17857158	0.13804281	0.15468793	0.18107294	0.15413089	0.19921106	0.18021742	0.1710922	0.17852014	0.16866891	0.15737097	0.17938782	0.16371217	0.18242879	0.1651215	0.1777988	0.1597821	0.16345656	0.17420845	0.17885526	0.15754235	0.17753343	0.16518961	0.143442	0.14844513	0.17479527	0.13712758	0.17902203	0.17019247	-0	0.18263508	0.17547935	0.17656083	0.21153496	0.16108665	0.19479167	0.20705093	0.13202457	0.19696018	0.16535698	0.1599744	0.16947071	0.15717259	0.16313986	0.18896523	0.15042348	0.15593563	0.17171301	0.16754293	0.16759723	0.16383238	0.16019893	0.17160316	0.21232234	0.16839625	0.1691457	0.19051656	0.18583554	0.18517244	0.17715271	0.16669343	0.17652892	0.14477384	0.17868446	0.1699079	0.23167107	0.2040139	0.23341957	0.22299567	0.21175894	0.18260561	0.17879333	0.21299896	0.21999304	0.1731997	0.19393775	0.1856153	0.23587877	0.25325653
