Sources	BLS10_2.fastq	BLS10_7.fastq	BLS10_m1.fastq	BLS11_2.fastq	BLS11_7.fastq	BLS11_m1.fastq	BLS12_2.fastq	BLS12_7.fastq	BLS12_m1.fastq	BLS13_2.fastq	BLS13_7.fastq	BLS13_m1.fastq	BLS1_2.fastq	BLS1_7.fastq	BLS1_m1.fastq	BLS2_2.fastq	BLS2_7.fastq	BLS2_m1.fastq	BLS3_2.fastq	BLS3_7.fastq	BLS3_m1.fastq	BLS4_2.fastq	BLS4_7.fastq	BLS4_m1.fastq	BLS5_2.fastq	BLS5_7.fastq	BLS5_m1.fastq	BLS6_2.fastq	BLS6_7.fastq	BLS6_m1.fastq	BLS7_2.fastq	BLS7_7.fastq	BLS7_m1.fastq	BLS8_2.fastq	BLS8_7.fastq	BLS8_m1.fastq	BLS9_2.fastq	BLS9_7.fastq	BLS9_m1.fastq	BSN10_2.fastq	BSN10_7.fastq	BSN10_m1.fastq	BSN11_2.fastq	BSN11_7.fastq	BSN11_m1.fastq	BSN12_2.fastq	BSN12_7.fastq	BSN12_m1.fastq	BSN13_2.fastq	BSN13_7.fastq	BSN13_m1.fastq	BSN1_2.fastq	BSN1_7.fastq	BSN1_m1.fastq	BSN2_2.fastq	BSN2_7.fastq	BSN2_m1.fastq	BSN3_2.fastq	BSN3_7.fastq	BSN3_m1.fastq	BSN4_2.fastq	BSN4_7.fastq	BSN4_m1.fastq	BSN5_2.fastq	BSN5_7.fastq	BSN5_m1.fastq	BSN6_2.fastq	BSN6_7.fastq	BSN6_m1.fastq	BSN7_2.fastq	BSN7_7.fastq	BSN7_m1.fastq	BSN8_2.fastq	BSN8_7.fastq	BSN8_m1.fastq	BSN9_2.fastq	BSN9_7.fastq	BSN9_m1.fastq	INF1.fastq	INF10.fastq	INF2.fastq	INF3.fastq	INF4.fastq	INF5.fastq	INF6.fastq	INF7.fastq	INF8.fastq	INF9.fastq	X3_STUF.fastq	X4_STUF.fastq	X5_STRA.fastq	X6_STRA.fastq
BSN6_2.fastq	0.18060958	0.1765394	0.1834754	0.18211329	0.17790708	0.17236748	0.19722192	0.19269374	0.16721734	0.18924865	0.19481823	0.18116598	0.17790873	0.16240853	0.17182933	0.17852233	0.14128403	0.21083777	0.18546268	0.19355316	0.20071878	0.17879064	0.19436307	0.18482189	0.15408435	0.20822309	0.1806777	0.17418937	0.19086774	0.17881289	0.17944068	0.19232254	0.18946022	0.18582976	0.18478651	0.18425877	0.19513166	0.19442582	0.19282095	0.1860524	0.18564828	0.20668349	0.21232234	0.18739475	0.17751017	0.19737318	0.17891999	0.18972948	0.18174344	0.17272781	0.18404299	0.17588641	0.16380447	0.18783842	0.19493677	0.19322057	0.1933618	0.18225513	0.1774196	0.1843046	0.17828295	0.17256506	0.18189389	0.17188372	0.16925107	0.17337438	-0	0.18468092	0.2076209	0.15711717	0.17930922	0.17331228	0.1738528	0.18055065	0.16646779	0.19042444	0.21833639	0.17783959	0.239679	0.20029424	0.20865129	0.24877092	0.24192083	0.22498761	0.25809073	0.25446346	0.26644522	0.23015928	0.20091078	0.19813637	0.20700213	0.21719164
BSN6_7.fastq	0.17491445	0.195426	0.22588623	0.19603878	0.19582257	0.18096444	0.17986485	0.22896986	0.19361629	0.24327916	0.23677951	0.17545158	0.18255334	0.18363732	0.20485538	0.15586568	0.19663152	0.17784007	0.17295718	0.18750101	0.18306646	0.18480538	0.19645657	0.19859877	0.20552075	0.18061061	0.20579973	0.18692026	0.16900118	0.18890423	0.18340787	0.21720211	0.1986563	0.18224914	0.20007078	0.18723252	0.18393578	0.18966256	0.21478008	0.17538026	0.181501	0.21831718	0.16839625	0.17994788	0.1936644	0.21526319	0.17748551	0.175092	0.18744016	0.1814335	0.1832426	0.18396851	0.18898337	0.19217429	0.18306786	0.20198628	0.2028997	0.18653065	0.19010548	0.13675398	0.16572528	0.1500099	0.18548195	0.18428196	0.15030572	0.1741881	0.18468092	-0	0.17815253	0.18625067	0.16039443	0.16699341	0.21497667	0.19104764	0.1791721	0.18026909	0.18164816	0.1656851	0.25273508	0.20833863	0.2449862	0.23489061	0.2330812	0.24338983	0.23373728	0.232468	0.26962468	0.21602	0.19817565	0.21283235	0.2153301	0.20627704
BSN6_m1.fastq	0.18845397	0.1860129	0.19555998	0.18348445	0.19513856	0.17767386	0.18191005	0.22449541	0.1846595	0.19609234	0.2214502	0.14268185	0.18676102	0.19076149	0.17080434	0.1671402	0.17240073	0.1683118	0.19013679	0.20086122	0.19145687	0.21780285	0.18829651	0.18637642	0.17145261	0.17816788	0.19354387	0.1897178	0.19118288	0.18368398	0.18436444	0.21391943	0.193576	0.1759593	0.2018473	0.19052783	0.1712115	0.1754584	0.18217734	0.16892035	0.16075157	0.19096756	0.1691457	0.18004204	0.197677	0.18836361	0.17420782	0.16870622	0.218047	0.19408847	0.17176875	0.16742912	0.18544284	0.18691584	0.17241055	0.17982998	0.19525747	0.17442264	0.17413138	0.18300758	0.17367071	0.17814918	0.1801263	0.18967661	0.1706203	0.1557762	0.2076209	0.17815253	-0	0.20105213	0.16931526	0.16492677	0.1839117	0.15418488	0.17605998	0.16860476	0.12851359	0.16238873	0.2628525	0.21855433	0.23058403	0.24301222	0.25163928	0.23496889	0.2195641	0.22663613	0.23045237	0.23230006	0.22006436	0.21347673	0.24184106	0.2521408
BSN7_2.fastq	0.18891864	0.16774006	0.20165612	0.1938646	0.19691119	0.18648651	0.19581966	0.2110836	0.17196229	0.19305708	0.18869261	0.17941648	0.19367605	0.17723249	0.18556213	0.19412075	0.16071911	0.20532382	0.19032244	0.18069275	0.19032873	0.19851741	0.20468542	0.18988895	0.17086102	0.19815333	0.18375295	0.16420425	0.20951693	0.19667199	0.17734846	0.20546748	0.1649444	0.16650796	0.19162078	0.18024349	0.17246452	0.20592394	0.17549281	0.18509263	0.2004583	0.20121323	0.19051656	0.16992217	0.18274328	0.18772717	0.19029865	0.18087874	0.1945513	0.1693929	0.17591903	0.2000083	0.1886823	0.19908766	0.18405825	0.2047544	0.175736	0.19931364	0.17318882	0.17296411	0.16629006	0.18529941	0.18260837	0.1723837	0.17593	0.17401233	0.15711717	0.18625067	0.20105213	-0	0.18520406	0.18998094	0.17867179	0.18498157	0.18113546	0.18908928	0.1898403	0.19073667	0.2718699	0.19852689	0.22089374	0.22574398	0.23130046	0.21757688	0.2056208	0.20287798	0.20719782	0.23064762	0.213367	0.21305351	0.2093048	0.23447582
BSN7_7.fastq	0.20035298	0.17442542	0.19440039	0.20078313	0.20934711	0.13460746	0.19331223	0.22190423	0.17629099	0.21283093	0.2271888	0.19607936	0.17612202	0.18461639	0.17756708	0.16658527	0.18118705	0.18541819	0.17421079	0.19342187	0.19911663	0.18696879	0.17088911	0.17884766	0.18223035	0.17420718	0.19806996	0.17138925	0.19003396	0.19193201	0.18920772	0.20792481	0.19403854	0.1895602	0.20091954	0.18727578	0.19056977	0.20098138	0.19853772	0.18237655	0.16828994	0.21764548	0.18583554	0.19768667	0.19562429	0.21759646	0.18663815	0.19193423	0.20611715	0.17182717	0.1875164	0.17673467	0.1992429	0.18604474	0.1840692	0.17895044	0.19329226	0.1746445	0.18269686	0.18199503	0.16554901	0.1683851	0.15708299	0.18767975	0.16176565	0.16405623	0.17930922	0.16039443	0.16931526	0.18520406	-0	0.17267118	0.1783994	0.15577441	0.17373039	0.2027964	0.17210194	0.16865197	0.29805008	0.2122794	0.26769122	0.2400046	0.21408446	0.2116454	0.22745375	0.19353266	0.2434535	0.24064413	0.20256059	0.20339756	0.21292825	0.21030408
BSN7_m1.fastq	0.18900183	0.19724274	0.20224021	0.19828843	0.2076215	0.18621184	0.17724927	0.21302374	0.17475018	0.19907159	0.21520782	0.17926303	0.21801968	0.17918572	0.18069741	0.16203982	0.17903434	0.19306889	0.19746175	0.19025776	0.19088198	0.17207833	0.18538755	0.21622902	0.17380944	0.19452617	0.20142007	0.1708893	0.188021	0.20809396	0.18283826	0.21307336	0.21540551	0.18063235	0.19665281	0.18344402	0.18275158	0.1941436	0.2017568	0.16548514	0.13934611	0.2137944	0.18517244	0.18671125	0.2008093	0.19799303	0.17882292	0.19254789	0.18757258	0.18524349	0.19824497	0.14076397	0.19457845	0.18520287	0.18736218	0.18665563	0.18782903	0.20639446	0.1928289	0.1766616	0.1962102	0.19470574	0.19360699	0.18459265	0.1749893	0.17050526	0.17331228	0.16699341	0.16492677	0.18998094	0.17267118	-0	0.19566187	0.17838515	0.17351058	0.16827884	0.17952986	0.17329825	0.2873285	0.20706508	0.23025951	0.23867278	0.22767176	0.22902802	0.24181336	0.23176089	0.2271833	0.22993343	0.20523192	0.21447927	0.21875936	0.23242399
BSN8_2.fastq	0.19305098	0.16843465	0.18310279	0.18836592	0.18561348	0.20830314	0.19243297	0.195313	0.19193201	0.17185533	0.1891132	0.19304755	0.17464042	0.19067681	0.18154812	0.17485383	0.19008742	0.20216782	0.20569688	0.20783846	0.18534406	0.16865803	0.16954818	0.17957093	0.18302765	0.18563557	0.18522944	0.1867269	0.17330588	0.20210013	0.16519234	0.20111617	0.18689571	0.17696528	0.18815814	0.20091662	0.18196721	0.190313	0.19279525	0.16258807	0.18180595	0.19143295	0.17715271	0.1889686	0.160774	0.17060837	0.19106053	0.18144678	0.19761987	0.1944903	0.18598077	0.21157286	0.18910141	0.1846463	0.18698865	0.18550755	0.18184492	0.19387867	0.1622877	0.17415233	0.17928314	0.19098721	0.17874983	0.16313265	0.1830416	0.15784292	0.1738528	0.21497667	0.1839117	0.17867179	0.1783994	0.19566187	-0	0.17250168	0.16512565	0.16974957	0.20781194	0.17522497	0.28610277	0.20679246	0.23972763	0.24131362	0.1992845	0.21491651	0.21605344	0.19556698	0.26049483	0.21795192	0.23337291	0.21251212	0.24562652	0.26899534
BSN8_7.fastq	0.19584832	0.17300758	0.20514527	0.17282066	0.16949944	0.1651421	0.18961014	0.22258419	0.14831421	0.18360834	0.24038811	0.16086477	0.18460496	0.18099873	0.17368802	0.16139653	0.17591813	0.16968432	0.17930773	0.18160331	0.17582704	0.17181064	0.16089192	0.17812881	0.17215857	0.19164047	0.1936128	0.17188844	0.19784679	0.19680142	0.17931592	0.21020527	0.19943511	0.17251092	0.18113756	0.17369136	0.17658937	0.17413117	0.19740327	0.16553023	0.1802343	0.2046652	0.16669343	0.18601748	0.18203124	0.1968674	0.15733325	0.18697289	0.22099248	0.18415807	0.20459752	0.18015231	0.20729846	0.1672025	0.16828623	0.20267597	0.16565698	0.16185986	0.173454	0.17245929	0.1548207	0.17054683	0.16560976	0.17404458	0.15745334	0.12408519	0.18055065	0.19104764	0.15418488	0.18498157	0.15577441	0.17838515	0.17250168	-0	0.17926675	0.1742615	0.16009814	0.15480322	0.2796238	0.22460583	0.23432867	0.24854408	0.20808667	0.18809146	0.18298222	0.19071575	0.26008046	0.23264201	0.20176929	0.2042736	0.24458766	0.24992298
BSN8_m1.fastq	0.20620646	0.18434177	0.17998135	0.18465656	0.19756679	0.18487385	0.19129017	0.19136527	0.16767877	0.1683874	0.19260682	0.18063106	0.1571549	0.16882001	0.18655305	0.1750811	0.16003035	0.21972853	0.19110532	0.17809673	0.18226656	0.16951868	0.16997322	0.17419638	0.15683898	0.16722058	0.18347739	0.1786343	0.155993	0.17973089	0.17696436	0.17887436	0.19907388	0.17264512	0.2048477	0.17882562	0.17864354	0.18631643	0.20087725	0.1693918	0.17397064	0.20106141	0.17652892	0.14175321	0.1706042	0.18108842	0.16126472	0.19148515	0.20859322	0.17274138	0.20141365	0.1744235	0.18566069	0.17559269	0.14509155	0.21552242	0.19915207	0.18913546	0.17084555	0.17159241	0.16169797	0.1680558	0.18101916	0.16580153	0.17883076	0.15473028	0.16646779	0.1791721	0.17605998	0.18113546	0.17373039	0.17351058	0.16512565	0.17926675	-0	0.18079746	0.1773349	0.15790355	0.32837313	0.1999634	0.20115437	0.24116571	0.23404454	0.23180273	0.22119907	0.24996975	0.21700673	0.2423667	0.18837942	0.18837646	0.20511368	0.23525286
BSN9_2.fastq	0.15750505	0.16242218	0.19197914	0.1723771	0.19557975	0.19088982	0.17005321	0.23684175	0.19243446	0.20261131	0.2158703	0.16459905	0.19141194	0.15932648	0.1407376	0.16942795	0.1895773	0.15855399	0.20553085	0.19924937	0.17071143	0.17972435	0.17069964	0.17095992	0.18922666	0.18175149	0.19126818	0.1805695	0.17788948	0.15972294	0.18417425	0.1831963	0.17724554	0.1276125	0.18521331	0.16838492	0.14667208	0.15373996	0.18144333	0.1418819	0.1810879	0.18554765	0.14477384	0.181971	0.19508536	0.1746037	0.19022042	0.13083017	0.18045111	0.18997228	0.15566508	0.18295605	0.17186971	0.16801575	0.1744235	0.15336226	0.17350104	0.20118722	0.16238946	0.17884961	0.18232737	0.1749151	0.18469414	0.18476237	0.18592334	0.18188661	0.19042444	0.18026909	0.16860476	0.18908928	0.2027964	0.16827884	0.16974957	0.1742615	0.18079746	-0	0.18109734	0.18593493	0.2486937	0.20940404	0.23656702	0.24154279	0.21593459	0.25078458	0.2287337	0.23594217	0.24176666	0.25597408	0.21632463	0.20515193	0.21805859	0.23239037
BSN9_7.fastq	0.20387496	0.19806685	0.20208852	0.19704288	0.18897597	0.1851191	0.21061087	0.20824079	0.17814222	0.20509318	0.20138057	0.15471204	0.16410647	0.19607686	0.17387252	0.15921564	0.17743953	0.16427994	0.20052166	0.22546764	0.18748754	0.19998278	0.18097648	0.18941085	0.17847364	0.17177485	0.18691145	0.18420549	0.19941886	0.19600578	0.19410618	0.21705326	0.18696532	0.17506716	0.19868034	0.1912779	0.19181779	0.18298975	0.20305474	0.17043713	0.15734415	0.17821515	0.17868446	0.1763186	0.19961025	0.17873861	0.1850837	0.19480656	0.22968893	0.19129738	0.17999302	0.18220833	0.20050196	0.19802192	0.17944516	0.19434205	0.19280922	0.17718594	0.19292362	0.16726084	0.1955604	0.16837078	0.19041602	0.19338028	0.17092565	0.164258	0.21833639	0.18164816	0.12851359	0.1898403	0.17210194	0.17952986	0.20781194	0.16009814	0.1773349	0.18109734	-0	0.17073292	0.25364634	0.21707173	0.27925143	0.23820518	0.23131421	0.24656734	0.25336036	0.23938072	0.25526768	0.22595705	0.21208823	0.23426698	0.2585237	0.2511732
BSN9_m1.fastq	0.19046836	0.19507602	0.19233707	0.18548737	0.18626857	0.18159798	0.1735652	0.20127268	0.16443308	0.18758062	0.22310978	0.1821768	0.16490915	0.18691176	0.18054135	0.15853369	0.17894332	0.16709192	0.18047944	0.18585716	0.17617561	0.16227585	0.17492594	0.18910411	0.18544434	0.1659405	0.2086247	0.15997249	0.18649055	0.17798185	0.17522168	0.20730618	0.2192214	0.17859004	0.20406856	0.17941873	0.17020631	0.18275876	0.18747088	0.17380944	0.18978244	0.22549163	0.1699079	0.17510355	0.18384925	0.17988078	0.1321565	0.18276125	0.19521263	0.18066967	0.17987622	0.19976522	0.1763451	0.1683586	0.17227612	0.18336359	0.18699655	0.1356882	0.15926656	0.17392479	0.16258837	0.16644815	0.17538267	0.17475148	0.16719876	0.14778982	0.17783959	0.1656851	0.16238873	0.19073667	0.16865197	0.17329825	0.17522497	0.15480322	0.15790355	0.18593493	0.17073292	-0	0.3205975	0.19964062	0.22795874	0.24231392	0.25210264	0.22039568	0.21597727	0.21865457	0.21131319	0.20651346	0.19951186	0.19672532	0.22495067	0.25858477
INF1.fastq	0.27145502	0.23475407	0.31258163	0.24785005	0.22250994	0.26299238	0.23996371	0.2826333	0.30029392	0.2939302	0.24170624	0.2881117	0.29674083	0.24530092	0.24923815	0.24680892	0.29206857	0.24704011	0.2621393	0.34068868	0.2409308	0.24870656	0.26528496	0.28602087	0.24726681	0.23417947	0.25903037	0.30401242	0.26518118	0.28502747	0.35963452	0.31996652	0.20099209	0.25009704	0.30076423	0.22682908	0.25362638	0.25186542	0.32047823	0.25975883	0.24107087	0.22464949	0.23167107	0.31499964	0.33311418	0.39629862	0.2753965	0.24955563	0.2547362	0.26405787	0.23205492	0.26073045	0.25822577	0.3035279	0.31550577	0.26669508	0.28956968	0.30572405	0.22104605	0.23320022	0.23430672	0.24133238	0.25092202	0.25643927	0.26667264	0.22847179	0.239679	0.25273508	0.2628525	0.2718699	0.29805008	0.2873285	0.28610277	0.2796238	0.32837313	0.2486937	0.25364634	0.3205975	-0	0.24475786	0.25260422	0.2884627	0.26415116	0.25829205	0.284083	0.21791726	0.28639108	0.27425957	0.28757077	0.28291684	0.27129918	0.2940699
INF10.fastq	0.21355009	0.21824963	0.2040793	0.20820357	0.21644334	0.21634033	0.21609081	0.19180423	0.21413355	0.20207945	0.23230264	0.21988592	0.19565155	0.20469965	0.19066654	0.20701154	0.21335411	0.22572717	0.2157606	0.20258722	0.22746927	0.21247171	0.21217091	0.20749715	0.22207265	0.22682256	0.20034772	0.21355586	0.19182256	0.21016766	0.21784149	0.19150984	0.20805812	0.21811992	0.2271943	0.21578452	0.19774392	0.21247101	0.22362736	0.20020658	0.21559292	0.19541371	0.2040139	0.20682693	0.20229805	0.21262947	0.2099873	0.20396627	0.2102371	0.20971319	0.2017623	0.2153834	0.2284878	0.21640164	0.20354658	0.21161962	0.2284409	0.2165894	0.20962892	0.18890792	0.20377114	0.18701832	0.1923203	0.2189044	0.21923772	0.19810337	0.20029424	0.20833863	0.21855433	0.19852689	0.2122794	0.20706508	0.20679246	0.22460583	0.1999634	0.20940404	0.21707173	0.19964062	0.24475786	-0	0.20340386	0.20512365	0.2126813	0.22638315	0.18954448	0.19736491	0.19944115	0.20707567	0.22264333	0.23043169	0.26282924	0.2720639
INF2.fastq	0.24391015	0.25054318	0.2033503	0.24816884	0.22196496	0.2534	0.24165797	0.17543748	0.19790962	0.18951239	0.20431574	0.23328911	0.19160767	0.2283382	0.19212909	0.23972113	0.26564535	0.2346763	0.28303468	0.21655303	0.21935908	0.20395237	0.22679323	0.24926648	0.2596413	0.22789575	0.18399207	0.22295804	0.1740507	0.20627648	0.22644755	0.18192838	0.20399088	0.2061635	0.27034608	0.22633064	0.21710306	0.23001373	0.24895181	0.23378581	0.2627596	0.19092546	0.23341957	0.2404113	0.19988982	0.20980152	0.21968757	0.24645922	0.24412882	0.2599071	0.21014822	0.24154793	0.24945895	0.22435212	0.25964728	0.24263188	0.2711398	0.22783287	0.22871295	0.23314197	0.21670991	0.19744167	0.20934016	0.21358828	0.24538589	0.24233678	0.20865129	0.2449862	0.23058403	0.22089374	0.26769122	0.23025951	0.23972763	0.23432867	0.20115437	0.23656702	0.27925143	0.22795874	0.25260422	0.20340386	-0	0.24485281	0.23213941	0.17685598	0.21411522	0.20333877	0.20206432	0.22023048	0.24245484	0.28172565	0.32275906	0.27929565
INF3.fastq	0.21416435	0.25168625	0.24062243	0.23848024	0.26412004	0.22105241	0.23291793	0.24207576	0.2263071	0.24475786	0.2608489	0.24619049	0.24731193	0.22988915	0.24634747	0.21555765	0.2506386	0.2569057	0.23268892	0.23442349	0.2642586	0.25875407	0.23402278	0.21090004	0.2497233	0.25534394	0.25260422	0.2377809	0.2261481	0.22746484	0.24925339	0.20130318	0.24998759	0.25289822	0.23617381	0.22899312	0.23350774	0.23779464	0.24571235	0.2131885	0.24031864	0.25141007	0.22299567	0.23985767	0.2421911	0.22642392	0.23845372	0.24806993	0.22430283	0.2171876	0.22462207	0.24381241	0.24329366	0.23919031	0.26861167	0.22784297	0.21506032	0.2514567	0.22536565	0.21652538	0.23112607	0.2237902	0.24729551	0.2526139	0.23346496	0.23781757	0.24877092	0.23489061	0.24301222	0.22574398	0.2400046	0.23867278	0.24131362	0.24854408	0.24116571	0.24154279	0.23820518	0.24231392	0.2884627	0.20512365	0.24485281	-0	0.18072622	0.20042571	0.2401489	0.23685214	0.25286162	0.23463611	0.24241602	0.24475218	0.2599496	0.26199332
INF4.fastq	0.24248311	0.20301682	0.22734198	0.22958691	0.23813717	0.23531505	0.23659793	0.24909683	0.2268737	0.21694747	0.25917238	0.21872382	0.2695919	0.2289037	0.21283375	0.20535061	0.24726066	0.24641727	0.23220485	0.22926167	0.23054375	0.2272328	0.20224021	0.20904143	0.21851481	0.23830591	0.22241688	0.24116401	0.23332101	0.20491536	0.2183648	0.19584043	0.24007668	0.24009964	0.23840542	0.24733657	0.21994118	0.22052418	0.19424543	0.21994998	0.23312612	0.21535292	0.21175894	0.25056815	0.23320949	0.24819203	0.2690034	0.23477215	0.22966161	0.23018703	0.22946633	0.2389788	0.22170979	0.20796959	0.23358808	0.23427384	0.2238298	0.24159087	0.19114228	0.23037581	0.2033089	0.25062722	0.24167003	0.23265894	0.21517296	0.20544116	0.24192083	0.2330812	0.25163928	0.23130046	0.21408446	0.22767176	0.1992845	0.20808667	0.23404454	0.21593459	0.23131421	0.25210264	0.26415116	0.2126813	0.23213941	0.18072622	-0	0.16820244	0.21442151	0.19819264	0.23202807	0.25301558	0.25653476	0.23184843	0.2728019	0.28031883
INF5.fastq	0.22671404	0.20472427	0.19540346	0.22821084	0.19721021	0.2531752	0.19454691	0.20509872	0.19628932	0.18589069	0.21632384	0.22595811	0.23507684	0.21184897	0.22681822	0.20641811	0.20802413	0.24227703	0.2417632	0.22218354	0.20194608	0.18750806	0.21368286	0.20488784	0.21598037	0.20684563	0.22685845	0.22512963	0.22634885	0.21945147	0.22143364	0.22888167	0.21479055	0.2416821	0.19495253	0.19028501	0.21916479	0.19911203	0.21239173	0.22148518	0.24603821	0.22114797	0.18260561	0.23375748	0.22099066	0.21719244	0.2859936	0.2420775	0.22267868	0.24300145	0.20096238	0.21354865	0.22589889	0.20069365	0.22997536	0.23115465	0.19104335	0.24365078	0.19029096	0.2203681	0.1936776	0.22922066	0.21860735	0.22901987	0.19127828	0.21000858	0.22498761	0.24338983	0.23496889	0.21757688	0.2116454	0.22902802	0.21491651	0.18809146	0.23180273	0.25078458	0.24656734	0.22039568	0.25829205	0.22638315	0.17685598	0.20042571	0.16820244	-0	0.17439726	0.18661724	0.19876304	0.19988936	0.22286658	0.23735008	0.23946428	0.26414424
INF6.fastq	0.23067945	0.20179427	0.20609258	0.22989035	0.19237435	0.23751625	0.19559912	0.25890076	0.23343559	0.18603003	0.22471459	0.22307687	0.24228932	0.20774092	0.21531412	0.2248135	0.226163	0.23359479	0.24000624	0.18714426	0.1954297	0.19544283	0.21896058	0.21232581	0.19869487	0.19832386	0.20462097	0.19605885	0.22332947	0.2446424	0.21246684	0.2368848	0.20024037	0.22863236	0.1991401	0.20279332	0.22714375	0.20708156	0.21339995	0.20681465	0.23087116	0.20979832	0.17879333	0.2254062	0.24187745	0.23167358	0.24339347	0.22682908	0.25965932	0.24562263	0.19096221	0.20960025	0.25366133	0.21353282	0.20198277	0.22075117	0.20525585	0.24241073	0.20399195	0.22266434	0.1955501	0.24301761	0.21206622	0.23825939	0.20057888	0.21662107	0.25809073	0.23373728	0.2195641	0.2056208	0.22745375	0.24181336	0.21605344	0.18298222	0.22119907	0.2287337	0.25336036	0.21597727	0.284083	0.18954448	0.21411522	0.2401489	0.21442151	0.17439726	-0	0.19649386	0.17302024	0.20228788	0.22647873	0.24210194	0.2471257	0.2676835
INF7.fastq	0.24569282	0.18536235	0.2619642	0.24869585	0.24288851	0.21487747	0.22695655	0.22886199	0.21017738	0.24054414	0.23399833	0.24329184	0.26819322	0.218472	0.235291	0.18670468	0.2164221	0.26243973	0.24220163	0.22035208	0.2262654	0.20529817	0.1898241	0.20517024	0.22670646	0.24129829	0.22191638	0.2243642	0.23261207	0.23788032	0.22708671	0.24507417	0.21523207	0.24681498	0.22511211	0.23124306	0.23299684	0.23423961	0.2798257	0.2359566	0.2439508	0.228751	0.21299896	0.25724745	0.2383463	0.24318874	0.22615021	0.23399697	0.23285365	0.21200919	0.21955368	0.21348536	0.2423984	0.20145814	0.23282221	0.24361232	0.21486847	0.21900575	0.18382807	0.21076834	0.18582885	0.2500501	0.23717424	0.23253281	0.19952676	0.1917376	0.25446346	0.232468	0.22663613	0.20287798	0.19353266	0.23176089	0.19556698	0.19071575	0.24996975	0.23594217	0.23938072	0.21865457	0.21791726	0.19736491	0.20333877	0.23685214	0.19819264	0.18661724	0.19649386	-0	0.19095543	0.2017134	0.2563658	0.22256036	0.27892157	0.28738537
INF8.fastq	0.232228	0.24984074	0.2452855	0.22814621	0.23186623	0.25574666	0.2313292	0.22275619	0.22087657	0.22017294	0.21267429	0.2599952	0.23851304	0.21562517	0.2345103	0.23277771	0.21402375	0.23611139	0.2694081	0.20568955	0.2567981	0.20545572	0.22256322	0.23001613	0.23384252	0.26113123	0.23456693	0.21382633	0.22793736	0.23505999	0.21785878	0.22055727	0.24763373	0.23746783	0.26115015	0.22063792	0.21700834	0.2731522	0.23501651	0.21686277	0.2165159	0.24190347	0.21999304	0.23864453	0.2392382	0.2129332	0.25034413	0.24091227	0.23018944	0.25196722	0.24183759	0.22625151	0.26365334	0.25082803	0.21679102	0.219532	0.23596093	0.23485711	0.21755485	0.21595477	0.18152975	0.24277955	0.21778725	0.24747655	0.25308913	0.2263435	0.26644522	0.26962468	0.23045237	0.20719782	0.2434535	0.2271833	0.26049483	0.26008046	0.21700673	0.24176666	0.25526768	0.21131319	0.28639108	0.19944115	0.20206432	0.25286162	0.23202807	0.19876304	0.17302024	0.19095543	-0	0.22610235	0.25599828	0.27153757	0.26140332	0.32441926
INF9.fastq	0.21582545	0.24185318	0.22344379	0.25355655	0.24126595	0.2009882	0.23432867	0.24715632	0.22129232	0.22009522	0.23907086	0.22620243	0.22762826	0.23778701	0.22480738	0.22834504	0.23907405	0.23557356	0.24537428	0.25499043	0.24683924	0.22200799	0.24609943	0.24754056	0.22200799	0.27244198	0.23317373	0.24973878	0.22588305	0.24180298	0.249657	0.2344345	0.26051337	0.2378497	0.23717575	0.2811403	0.2418272	0.24785005	0.23502073	0.18746	0.23008582	0.23983163	0.1731997	0.24013576	0.25678983	0.21773063	0.2486573	0.25975278	0.24872372	0.24292791	0.17945166	0.23534194	0.2522267	0.26245615	0.2544046	0.23612154	0.24082321	0.25224346	0.23816033	0.2082689	0.24982077	0.25124964	0.24840577	0.22348101	0.23267198	0.22465457	0.23015928	0.21602	0.23230006	0.23064762	0.24064413	0.22993343	0.21795192	0.23264201	0.2423667	0.25597408	0.22595705	0.20651346	0.27425957	0.20707567	0.22023048	0.23463611	0.25301558	0.19988936	0.20228788	0.2017134	0.22610235	-0	0.29241577	0.27918518	0.33332032	0.3014058
X3_STUF.fastq	0.19592571	0.20220071	0.18085502	0.1959107	0.24198863	0.1926181	0.1804627	0.2518158	0.20830925	0.199404	0.28363678	0.22168754	0.20511146	0.1889364	0.20708686	0.18477356	0.20786743	0.20900889	0.17934701	0.24390276	0.19928034	0.20354183	0.21612668	0.18487445	0.18981756	0.20295873	0.22754923	0.21038164	0.20601328	0.19478445	0.19576117	0.21250655	0.20956269	0.20021467	0.20179078	0.182693	0.21254142	0.20497213	0.19525911	0.20921403	0.2069024	0.22399865	0.19393775	0.19263878	0.19597866	0.2628658	0.19347124	0.2070904	0.22026859	0.21697228	0.19746351	0.21258402	0.19454812	0.17994991	0.20024323	0.20097893	0.16937064	0.204326	0.18452449	0.19274841	0.21127224	0.21047707	0.1994909	0.22290602	0.19453813	0.19941421	0.20091078	0.19817565	0.22006436	0.213367	0.20256059	0.20523192	0.23337291	0.20176929	0.18837942	0.21632463	0.21208823	0.19951186	0.28757077	0.22264333	0.24245484	0.24241602	0.25653476	0.22286658	0.22647873	0.2563658	0.25599828	0.29241577	-0	0.15077803	0.22599834	0.2233734
